STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	0	-27	-26	4	-42	-51	-999	-999	3	2024
ALASKA	0	0	0	0	0	0	-999	-999	3	2024
ARIZONA	1	-36	0	1	-52	0	-999	-999	3	2024
ARKANSAS	1	-16	-1	1	-19	-1	-999	-999	3	2024
CALIFORNIA	0	-7	0	0	-12	0	-999	-999	3	2024
COLORADO	0	0	0	0	0	0	-999	-999	3	2024
CONNECTICUT	0	0	0	0	0	0	-999	-999	3	2024
DELAWARE	0	0	0	0	0	0	-999	-999	3	2024
DISTRCT COLUMBIA	0	-4	-2	0	-4	-2	-999	-999	3	2024
FLORIDA	156	15	-44	256	-76	-199	-23	-44	3	2024
GEORGIA	1	-21	-11	1	-37	-28	-999	-999	3	2024
HAWAII	282	10	-76	759	27	-206	4	-21	3	2024
IDAHO	0	0	0	0	0	0	-999	-999	3	2024
ILLINOIS	0	-1	0	0	-1	0	-999	-999	3	2024
INDIANA	0	-2	0	0	-2	0	-999	-999	3	2024
IOWA	0	-1	0	0	-1	0	-999	-999	3	2024
KANSAS	0	-7	0	0	-8	0	-999	-999	3	2024
KENTUCKY	0	-8	0	0	-9	0	-999	-999	3	2024
LOUISIANA	42	-14	-58	68	-36	-118	-35	-63	3	2024
MAINE	0	0	0	0	0	0	-999	-999	3	2024
MARYLAND	0	0	0	0	0	0	-999	-999	3	2024
MASSACHUSETTS	0	0	0	0	0	0	-999	-999	3	2024
MICHIGAN	0	0	0	0	0	0	-999	-999	3	2024
MINNESOTA	0	0	0	0	0	0	-999	-999	3	2024
MISSISSIPPI	2	-33	-38	6	-51	-75	-999	-999	3	2024
MISSOURI	0	-6	0	0	-6	0	-999	-999	3	2024
MONTANA	0	0	0	0	0	0	-999	-999	3	2024
NEBRASKA	0	-2	0	0	-2	0	-999	-999	3	2024
NEVADA	0	-15	0	0	-20	0	-999	-999	3	2024
NEW HAMPSHIRE	0	0	0	0	0	0	-999	-999	3	2024
NEW JERSEY	0	0	0	0	0	0	-999	-999	3	2024
NEW MEXICO	0	0	0	0	0	0	-999	-999	3	2024
NEW YORK	0	0	0	0	0	0	-999	-999	3	2024
NORTH CAROLINA	0	-10	-3	1	-13	-2	-999	-999	3	2024
NORTH DAKOTA	0	0	0	0	0	0	-999	-999	3	2024
OHIO	0	-1	0	0	-1	0	-999	-999	3	2024
OKLAHOMA	2	-12	1	2	-15	1	-999	-999	3	2024
OREGON	0	0	0	0	0	0	-999	-999	3	2024
PENNSYLVANIA	0	0	0	0	0	0	-999	-999	3	2024
RHODE ISLAND	0	0	0	0	0	0	-999	-999	3	2024
SOUTH CAROLINA	1	-20	-13	5	-30	-25	-999	-999	3	2024
SOUTH DAKOTA	0	0	0	0	0	0	-999	-999	3	2024
TENNESSEE	0	-11	0	0	-14	-3	-999	-999	3	2024
TEXAS	67	6	-18	93	-2	-51	-999	-999	3	2024
UTAH	0	0	0	0	0	0	-999	-999	3	2024
VERMONT	0	0	0	0	0	0	-999	-999	3	2024
VIRGINIA	0	-2	0	0	-2	0	-999	-999	3	2024
WASHINGTON	0	0	0	0	0	0	-999	-999	3	2024
WEST VIRGINIA	0	-2	0	0	-2	0	-999	-999	3	2024
WISCONSIN	0	0	0	0	0	0	-999	-999	3	2024
WYOMING	0	0	0	0	0	0	-999	-999	3	2024
