STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	0	-14	-19	1970	111	-27	6	-1	11	2023
ALASKA	0	0	0	20	7	8	-999	-999	11	2023
ARIZONA	37	13	37	2673	-187	-74	-7	-3	11	2023
ARKANSAS	7	3	3	1996	235	19	13	1	11	2023
CALIFORNIA	0	-7	-1	782	-122	-349	-13	-31	11	2023
COLORADO	0	0	-46	417	144	-217	53	-34	11	2023
CONNECTICUT	0	0	-136	636	69	-295	12	-32	11	2023
DELAWARE	0	0	-12	1192	135	-114	13	-9	11	2023
DISTRCT COLUMBIA	0	-4	-483	1489	-42	-742	-3	-33	11	2023
FLORIDA	149	-22	-206	3466	147	-169	4	-5	11	2023
GEORGIA	0	-13	-19	1709	13	-98	1	-5	11	2023
HAWAII	368	9	-24	4463	450	14	11	0	11	2023
IDAHO	0	0	-6	533	77	-133	17	-20	11	2023
ILLINOIS	0	0	0	927	52	-132	6	-12	11	2023
INDIANA	0	0	0	754	-140	-202	-16	-21	11	2023
IOWA	0	0	0	961	123	-9	15	-1	11	2023
KANSAS	0	-1	0	1488	47	-124	3	-8	11	2023
KENTUCKY	1	0	1	1133	-40	-191	-3	-14	11	2023
LOUISIANA	32	-13	-23	2781	222	201	9	8	11	2023
MAINE	0	0	0	334	106	-7	46	-2	11	2023
MARYLAND	0	0	-7	1069	45	-178	4	-14	11	2023
MASSACHUSETTS	0	0	-1	590	138	-104	31	-15	11	2023
MICHIGAN	0	0	0	434	-134	-155	-24	-26	11	2023
MINNESOTA	0	0	0	668	185	101	38	18	11	2023
MISSISSIPPI	8	-8	-15	2417	345	141	17	6	11	2023
MISSOURI	0	-1	0	1307	57	-114	5	-8	11	2023
MONTANA	0	0	0	306	58	-99	23	-24	11	2023
NEBRASKA	0	0	0	1117	109	-85	11	-7	11	2023
NEVADA	0	-5	0	1481	-440	-354	-23	-19	11	2023
NEW HAMPSHIRE	0	0	0	427	123	-69	40	-14	11	2023
NEW JERSEY	0	0	-5	846	80	-180	10	-18	11	2023
NEW MEXICO	0	0	-61	939	46	-8	5	-1	11	2023
NEW YORK	0	0	-255	661	40	-410	6	-38	11	2023
NORTH CAROLINA	0	-4	-13	1427	42	-184	3	-11	11	2023
NORTH DAKOTA	0	0	0	565	113	34	25	6	11	2023
OHIO	0	0	-92	599	-139	-345	-19	-37	11	2023
OKLAHOMA	10	7	1	2016	141	-176	8	-8	11	2023
OREGON	0	0	0	430	193	-35	81	-8	11	2023
PENNSYLVANIA	0	0	0	653	-8	-148	-1	-18	11	2023
RHODE ISLAND	0	0	-5	621	144	-88	30	-12	11	2023
SOUTH CAROLINA	3	-9	-24	1832	37	-195	2	-10	11	2023
SOUTH DAKOTA	0	0	0	848	117	-32	16	-4	11	2023
TENNESSEE	0	-2	-1	1329	-19	-182	-1	-12	11	2023
TEXAS	41	-2	-25	3238	602	38	23	1	11	2023
UTAH	0	0	0	676	5	-139	1	-17	11	2023
VERMONT	0	0	0	243	-33	-44	-12	-15	11	2023
VIRGINIA	0	-1	-8	1155	106	-130	10	-10	11	2023
WASHINGTON	0	0	0	349	151	-32	76	-8	11	2023
WEST VIRGINIA	0	0	-1	796	25	-173	3	-18	11	2023
WISCONSIN	0	0	0	519	17	-4	3	-1	11	2023
WYOMING	0	0	-182	247	-49	-357	-17	-59	11	2023
