STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	0	0	0	0	0	0	-999	-999	8	2023
ALASKA	296	-4	28	485	-44	-1	-8	0	8	2023
ARIZONA	0	0	0	0	0	0	-999	-999	8	2023
ARKANSAS	0	-2	0	0	-2	0	-999	-999	8	2023
CALIFORNIA	0	-9	0	0	-19	0	-999	-999	8	2023
COLORADO	7	-52	3	14	-78	10	-999	-999	8	2023
CONNECTICUT	23	9	17	25	7	15	-999	-999	8	2023
DELAWARE	0	-1	0	0	-1	0	-999	-999	8	2023
DISTRCT COLUMBIA	0	-7	0	0	-7	0	-999	-999	8	2023
FLORIDA	0	0	0	0	0	0	-999	-999	8	2023
GEORGIA	0	0	0	0	0	0	-999	-999	8	2023
HAWAII	0	0	0	0	0	0	-999	-999	8	2023
IDAHO	10	-40	10	10	-79	10	-999	-999	8	2023
ILLINOIS	18	-3	14	20	-6	14	-999	-999	8	2023
INDIANA	28	10	15	31	8	15	-999	-999	8	2023
IOWA	25	-4	8	48	8	24	-999	-999	8	2023
KANSAS	0	-8	0	0	-10	-1	-999	-999	8	2023
KENTUCKY	0	-4	0	0	-5	0	-999	-999	8	2023
LOUISIANA	0	0	0	0	0	0	-999	-999	8	2023
MAINE	23	-35	14	23	-70	4	-999	-999	8	2023
MARYLAND	0	-2	0	0	-3	0	-999	-999	8	2023
MASSACHUSETTS	4	-15	4	4	-22	4	-999	-999	8	2023
MICHIGAN	20	-16	14	20	-30	14	-999	-999	8	2023
MINNESOTA	7	-51	6	28	-62	24	-999	-999	8	2023
MISSISSIPPI	0	0	0	0	0	0	-999	-999	8	2023
MISSOURI	5	-5	5	5	-7	5	-999	-999	8	2023
MONTANA	33	-68	22	60	-130	40	-68	200	8	2023
NEBRASKA	12	-9	6	28	-4	17	-999	-999	8	2023
NEVADA	0	-9	0	0	-14	0	-999	-999	8	2023
NEW HAMPSHIRE	24	-25	22	25	-42	21	-999	-999	8	2023
NEW JERSEY	0	-5	0	0	-6	0	-999	-999	8	2023
NEW MEXICO	0	-11	-2	0	-16	-2	-999	-999	8	2023
NEW YORK	0	-18	0	0	-26	0	-999	-999	8	2023
NORTH CAROLINA	1	0	0	1	0	0	-999	-999	8	2023
NORTH DAKOTA	70	-2	22	157	35	71	29	83	8	2023
OHIO	24	6	10	26	2	8	-999	-999	8	2023
OKLAHOMA	0	-2	0	0	-2	0	-999	-999	8	2023
OREGON	19	-42	15	25	-99	-12	-80	-32	8	2023
PENNSYLVANIA	20	2	9	23	-3	9	-999	-999	8	2023
RHODE ISLAND	38	25	30	43	25	24	-999	-999	8	2023
SOUTH CAROLINA	0	0	0	0	0	0	-999	-999	8	2023
SOUTH DAKOTA	28	-13	10	68	-9	42	-999	-999	8	2023
TENNESSEE	2	1	2	2	1	2	-999	-999	8	2023
TEXAS	0	0	0	0	0	0	-999	-999	8	2023
UTAH	0	-22	0	0	-35	0	-999	-999	8	2023
VERMONT	124	56	63	165	66	33	-999	-999	8	2023
VIRGINIA	0	-2	0	0	-3	0	-999	-999	8	2023
WASHINGTON	32	-41	20	46	-104	0	-69	0	8	2023
WEST VIRGINIA	0	-12	0	0	-17	0	-999	-999	8	2023
WISCONSIN	47	-2	4	79	7	7	-999	-999	8	2023
WYOMING	21	-57	17	58	-79	49	-58	544	8	2023
