STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	2	-10	-5	2	-10	-5	-999	-999	1	2023
ALASKA	0	0	0	0	0	0	-999	-999	1	2023
ARIZONA	0	-3	0	0	-3	0	-999	-999	1	2023
ARKANSAS	0	-1	0	0	-1	0	-999	-999	1	2023
CALIFORNIA	0	-3	0	0	-3	0	-999	-999	1	2023
COLORADO	0	0	0	0	0	0	-999	-999	1	2023
CONNECTICUT	0	0	0	0	0	0	-999	-999	1	2023
DELAWARE	0	0	0	0	0	0	-999	-999	1	2023
DISTRCT COLUMBIA	0	0	0	0	0	0	-999	-999	1	2023
FLORIDA	97	0	28	97	0	28	-999	-999	1	2023
GEORGIA	0	-10	-7	0	-10	-7	-999	-999	1	2023
HAWAII	288	51	21	288	51	21	22	8	1	2023
IDAHO	0	0	0	0	0	0	-999	-999	1	2023
ILLINOIS	0	0	0	0	0	0	-999	-999	1	2023
INDIANA	0	0	0	0	0	0	-999	-999	1	2023
IOWA	0	0	0	0	0	0	-999	-999	1	2023
KANSAS	0	0	0	0	0	0	-999	-999	1	2023
KENTUCKY	0	-1	0	0	-1	0	-999	-999	1	2023
LOUISIANA	20	-7	4	20	-7	4	-999	-999	1	2023
MAINE	0	0	0	0	0	0	-999	-999	1	2023
MARYLAND	0	0	0	0	0	0	-999	-999	1	2023
MASSACHUSETTS	0	0	0	0	0	0	-999	-999	1	2023
MICHIGAN	0	0	0	0	0	0	-999	-999	1	2023
MINNESOTA	0	0	0	0	0	0	-999	-999	1	2023
MISSISSIPPI	6	-6	-3	6	-6	-3	-999	-999	1	2023
MISSOURI	0	0	0	0	0	0	-999	-999	1	2023
MONTANA	0	0	0	0	0	0	-999	-999	1	2023
NEBRASKA	0	0	0	0	0	0	-999	-999	1	2023
NEVADA	0	-1	0	0	-1	0	-999	-999	1	2023
NEW HAMPSHIRE	0	0	0	0	0	0	-999	-999	1	2023
NEW JERSEY	0	0	0	0	0	0	-999	-999	1	2023
NEW MEXICO	0	0	0	0	0	0	-999	-999	1	2023
NEW YORK	0	0	0	0	0	0	-999	-999	1	2023
NORTH CAROLINA	0	-3	-2	0	-3	-2	-999	-999	1	2023
NORTH DAKOTA	0	0	0	0	0	0	-999	-999	1	2023
OHIO	0	0	0	0	0	0	-999	-999	1	2023
OKLAHOMA	0	0	0	0	0	0	-999	-999	1	2023
OREGON	0	0	0	0	0	0	-999	-999	1	2023
PENNSYLVANIA	0	0	0	0	0	0	-999	-999	1	2023
RHODE ISLAND	0	0	0	0	0	0	-999	-999	1	2023
SOUTH CAROLINA	0	-9	-7	0	-9	-7	-999	-999	1	2023
SOUTH DAKOTA	0	0	0	0	0	0	-999	-999	1	2023
TENNESSEE	0	-2	0	0	-2	0	-999	-999	1	2023
TEXAS	21	6	14	21	6	14	-999	-999	1	2023
UTAH	0	0	0	0	0	0	-999	-999	1	2023
VERMONT	0	0	0	0	0	0	-999	-999	1	2023
VIRGINIA	0	0	0	0	0	0	-999	-999	1	2023
WASHINGTON	0	0	0	0	0	0	-999	-999	1	2023
WEST VIRGINIA	0	0	0	0	0	0	-999	-999	1	2023
WISCONSIN	0	0	0	0	0	0	-999	-999	1	2023
WYOMING	0	0	0	0	0	0	-999	-999	1	2023
