STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	22	16	22	24	6	17	-999	-999	2	2023
ALASKA	0	0	0	0	0	0	-999	-999	2	2023
ARIZONA	0	-12	0	0	-15	0	-999	-999	2	2023
ARKANSAS	0	-2	0	0	-3	0	-999	-999	2	2023
CALIFORNIA	0	-2	0	0	-5	0	-999	-999	2	2023
COLORADO	0	0	0	0	0	0	-999	-999	2	2023
CONNECTICUT	0	0	0	0	0	0	-999	-999	2	2023
DELAWARE	0	0	0	0	0	0	-999	-999	2	2023
DISTRCT COLUMBIA	0	0	0	0	0	0	-999	-999	2	2023
FLORIDA	148	58	35	245	58	63	31	35	2	2023
GEORGIA	16	11	14	16	1	7	-999	-999	2	2023
HAWAII	306	92	30	594	143	51	32	9	2	2023
IDAHO	0	0	0	0	0	0	-999	-999	2	2023
ILLINOIS	0	0	0	0	0	0	-999	-999	2	2023
INDIANA	0	0	0	0	0	0	-999	-999	2	2023
IOWA	0	0	0	0	0	0	-999	-999	2	2023
KANSAS	0	-1	0	0	-1	0	-999	-999	2	2023
KENTUCKY	0	0	0	0	-1	0	-999	-999	2	2023
LOUISIANA	57	37	35	77	30	39	-999	-999	2	2023
MAINE	0	0	0	0	0	0	-999	-999	2	2023
MARYLAND	0	0	0	0	0	0	-999	-999	2	2023
MASSACHUSETTS	0	0	0	0	0	0	-999	-999	2	2023
MICHIGAN	0	0	0	0	0	0	-999	-999	2	2023
MINNESOTA	0	0	0	0	0	0	-999	-999	2	2023
MISSISSIPPI	28	19	25	34	13	22	-999	-999	2	2023
MISSOURI	0	0	0	0	0	0	-999	-999	2	2023
MONTANA	0	0	0	0	0	0	-999	-999	2	2023
NEBRASKA	0	0	0	0	0	0	-999	-999	2	2023
NEVADA	0	-4	0	0	-5	0	-999	-999	2	2023
NEW HAMPSHIRE	0	0	0	0	0	0	-999	-999	2	2023
NEW JERSEY	0	0	0	0	0	0	-999	-999	2	2023
NEW MEXICO	0	0	0	0	0	0	-999	-999	2	2023
NEW YORK	0	0	0	0	0	0	-999	-999	2	2023
NORTH CAROLINA	0	-1	0	0	-4	-2	-999	-999	2	2023
NORTH DAKOTA	0	0	0	0	0	0	-999	-999	2	2023
OHIO	0	0	0	0	0	0	-999	-999	2	2023
OKLAHOMA	0	-3	0	0	-3	0	-999	-999	2	2023
OREGON	0	0	0	0	0	0	-999	-999	2	2023
PENNSYLVANIA	0	0	0	0	0	0	-999	-999	2	2023
RHODE ISLAND	0	0	0	0	0	0	-999	-999	2	2023
SOUTH CAROLINA	16	12	12	16	3	5	-999	-999	2	2023
SOUTH DAKOTA	0	0	0	0	0	0	-999	-999	2	2023
TENNESSEE	3	2	3	3	0	3	-999	-999	2	2023
TEXAS	33	15	21	54	21	35	-999	-999	2	2023
UTAH	0	0	0	0	0	0	-999	-999	2	2023
VERMONT	0	0	0	0	0	0	-999	-999	2	2023
VIRGINIA	0	0	0	0	0	0	-999	-999	2	2023
WASHINGTON	0	0	0	0	0	0	-999	-999	2	2023
WEST VIRGINIA	0	0	0	0	0	0	-999	-999	2	2023
WISCONSIN	0	0	0	0	0	0	-999	-999	2	2023
WYOMING	0	0	0	0	0	0	-999	-999	2	2023
